시도,시군구,읍면동,상세주소,특수지명,블록,로트,건물명,동명,통계용도,대지면적(㎡),건축면적(㎡),연면적(㎡),지하층수(층),지상층수(층),허가일자,착공일자,사용승인일자,동용도
부산광역시,기장군,기장읍 교리,144,,,,,,주거용 > 단독주택 > 단독주택,276.7,97.22,176.46,0,2,1999-11-12,1999-12-29,2000-07-28,단독주택
부산광역시,기장군,정관읍 예림리,572-1,,,,,,주거용 > 단독주택 > 단독주택,323.15,82.89,82.89,0,1,1987-12-01,1987-12-03,1988-03-09,단독주택
부산광역시,기장군,정관읍 예림리,575-1,,,,,,주거용 > 단독주택 > 단독주택,417,155.56,149.01,0,1,1999-03-02,2002-04-04,2002-08-05,단독주택
부산광역시,기장군,정관읍 예림리,576,,,,,,주거용 > 단독주택 > 단독주택,0,26.4,26.4,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,576,,,,,,주거용 > 단독주택 > 단독주택,0,29.8,29.8,0,1,,,1954,단독주택
부산광역시,기장군,정관읍 예림리,578,,,,,,주거용 > 단독주택 > 단독주택,0,49.6,49.6,0,1,,,1954,단독주택
부산광역시,기장군,정관읍 예림리,578-1,,,,,,주거용 > 단독주택 > 단독주택,0,26.4,26.4,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,578-2,,,,,,주거용 > 단독주택 > 단독주택,0,49.6,49.6,0,1,,,1955,단독주택
부산광역시,기장군,정관읍 예림리,578-4,,,,,,주거용 > 단독주택 > 단독주택,0,36.4,36.4,0,1,,,1963,단독주택
부산광역시,기장군,정관읍 예림리,578-5,,,,,,주거용 > 단독주택 > 단독주택,0,89.2,89.2,0,1,,,1937,단독주택
부산광역시,기장군,정관읍 예림리,579-1,,,,,,주거용 > 단독주택 > 단독주택,377,161.33,95.13,0,1,,,1994-07-07,단독주택
부산광역시,기장군,정관읍 예림리,580-6,,,,,,주거용 > 단독주택 > 단독주택,0,29.8,29.8,0,1,,,1960,단독주택
부산광역시,기장군,정관읍 예림리,627-10,,,,,,주거용 > 단독주택 > 단독주택,423,221.92,221.92,0,1,,,1993-06-02,단독주택
부산광역시,기장군,정관읍 예림리,674-3,,,,,,주거용 > 단독주택 > 단독주택,0,107.15,107.15,0,1,,,1990-12-06,단독주택
부산광역시,기장군,정관읍 예림리,708,,,,,,주거용 > 단독주택 > 단독주택,360,76.5,76.5,0,1,1994-10-27,,1994-10-27,단독주택
부산광역시,기장군,정관읍 예림리,708-1,,,,,,주거용 > 단독주택 > 단독주택,0,311.36,311.36,0,1,,,,단독주택
부산광역시,기장군,정관읍 예림리,733,,,,,,주거용 > 단독주택 > 단독주택,0,56.2,56.2,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,848-1,,,,2동,,주거용 > 단독주택 > 단독주택,0,66,66,0,1,2001-01-02,2001-03-12,2002-01-23,단독주택
부산광역시,기장군,정관읍 예림리,855-3,,,,,,주거용 > 단독주택 > 단독주택,0,33,33,0,1,,,1968,단독주택
부산광역시,기장군,정관읍 예림리,870,,,,,,주거용 > 단독주택 > 단독주택,0,72.6,72.6,0,1,,,1931,단독주택
부산광역시,기장군,정관읍 예림리,874,,,,,,주거용 > 단독주택 > 단독주택,0,39.6,39.6,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,880,,,,,,주거용 > 단독주택 > 단독주택,0,72.6,72.6,0,1,,,1976,단독주택
부산광역시,기장군,정관읍 예림리,881,,,,,,주거용 > 단독주택 > 단독주택,280,65.34,65.34,0,1,1987-06-10,1987-06-11,1987-07-28,단독주택
부산광역시,기장군,정관읍 예림리,881,,,,,,주거용 > 단독주택 > 단독주택,0,23.1,23.1,0,1,,,1945,단독주택
부산광역시,기장군,정관읍 예림리,881-1,,,,,,주거용 > 단독주택 > 단독주택,0,58.47,101.45,0,2,,,1994-01-05,단독주택
부산광역시,기장군,정관읍 예림리,882,,,,,,주거용 > 단독주택 > 단독주택,0,42.9,42.9,0,1,,,1955,단독주택
부산광역시,기장군,정관읍 예림리,883,,,,,,주거용 > 단독주택 > 단독주택,0,82.5,82.5,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,884,,,,,,주거용 > 단독주택 > 단독주택,0,16.5,16.5,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,885,,,,,,주거용 > 단독주택 > 단독주택,0,66.15,66.15,0,1,1985-12-18,,,단독주택
부산광역시,기장군,정관읍 예림리,886,,,,,,주거용 > 단독주택 > 단독주택,0,79.2,79.2,0,1,,,1972,단독주택
부산광역시,기장군,정관읍 예림리,888-1,,,,,,주거용 > 단독주택 > 단독주택,0,23.1,23.1,0,1,,,1955,단독주택
부산광역시,기장군,정관읍 예림리,882-3,,,,,,주거용 > 단독주택 > 단독주택,0,59.4,59.4,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,895,,,,,,주거용 > 단독주택 > 단독주택,0,75.9,75.9,0,1,,,1972,단독주택
부산광역시,기장군,정관읍 예림리,895-1,,,,,,주거용 > 단독주택 > 단독주택,0,72.6,72.6,0,1,,,1973,단독주택
부산광역시,기장군,정관읍 예림리,896,,,,,,주거용 > 단독주택 > 단독주택,0,49.5,49.5,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,898,,,,,,주거용 > 단독주택 > 단독주택,0,23.1,23.1,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,899,,,,,,주거용 > 단독주택 > 단독주택,0,66,66,0,1,,,1974,단독주택
부산광역시,기장군,정관읍 예림리,899-1,,,,,,주거용 > 단독주택 > 단독주택,0,175.05,510.05,0,1,,,1984,단독주택
부산광역시,기장군,정관읍 예림리,900,,,,,,주거용 > 단독주택 > 단독주택,0,145.99,144.22,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,904-2,,,,,,주거용 > 단독주택 > 단독주택,0,72.7,72.7,0,1,,,1970,단독주택
부산광역시,기장군,정관읍 예림리,908,,,,,,주거용 > 단독주택 > 단독주택,0,56.1,56.1,0,1,,,1945,단독주택
부산광역시,기장군,정관읍 예림리,909-1,,,,,,주거용 > 단독주택 > 단독주택,0,54.6,54.6,0,1,,,1992-03-06,단독주택
부산광역시,기장군,정관읍 예림리,910-1,,,,,,주거용 > 단독주택 > 단독주택,0,52.8,52.8,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,911,,,,,,주거용 > 단독주택 > 단독주택,0,92.5,92.5,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,911,,,,,,주거용 > 단독주택 > 단독주택,0,62.7,62.7,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,912,,,,,,주거용 > 단독주택 > 단독주택,0,95.7,95.7,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,913,,,,,,주거용 > 단독주택 > 단독주택,0,169.03,169.03,0,1,,,1935,단독주택
부산광역시,기장군,정관읍 예림리,914,,,,,,주거용 > 단독주택 > 단독주택,0,56.1,56.1,0,1,,,1968,단독주택
부산광역시,기장군,정관읍 예림리,928,,,,,,주거용 > 단독주택 > 단독주택,0,46.2,46.2,0,1,,,1935,단독주택
부산광역시,기장군,기장읍 교리,278-3,,,,,,주거용 > 단독주택 > 단독주택,0,49.59,49.59,0,1,,,1974,단독주택
부산광역시,기장군,기장읍 교리,279-30,,,,,,주거용 > 단독주택 > 단독주택,0,29.75,29.75,0,1,,,1957,단독주택
부산광역시,기장군,기장읍 교리,279-33,,,,,,주거용 > 단독주택 > 단독주택,0,26.45,26.45,0,1,,,1947,단독주택
부산광역시,기장군,철마면,158,,,,,,주거용 > 단독주택 > 단독주택,0,84.16,84.16,0,1,,,1976,단독주택
부산광역시,기장군,철마면,458-1,,,,,,주거용 > 단독주택 > 단독주택,0,65.04,65.04,0,1,,,1988-10-24,단독주택
부산광역시,기장군,철마면,523-1,,,,,,주거용 > 단독주택 > 단독주택,807,99.72,99.72,0,1,1994-07-04,,1994-10-18,단독주택
부산광역시,기장군,철마면,산 35,,,,,,주거용 > 단독주택 > 단독주택,0,41.89,41.89,0,1,,,,단독주택
부산광역시,기장군,철마면,산 0,,,,,,주거용 > 단독주택 > 단독주택,313.5,82.85,132.69,0,2,,,1990-03-12,단독주택
부산광역시,기장군,철마면 와여리,206,,,,,,주거용 > 단독주택 > 단독주택,465,160.76,120.92,0,1,1990-03-31,,,단독주택
부산광역시,기장군,철마면 와여리,209,,,,,,주거용 > 단독주택 > 단독주택,142,34.68,35.68,0,1,,,1941,단독주택
부산광역시,기장군,철마면 와여리,224,,,,,,주거용 > 단독주택 > 단독주택,0,256.94,256.94,0,1,,,1933,단독주택
부산광역시,기장군,철마면 와여리,225,,,,,,주거용 > 단독주택 > 단독주택,317,90.19,138.02,0,2,1989-10-28,,1989-12-27,단독주택
부산광역시,기장군,철마면 와여리,226,,,,,1-2동,주거용 > 단독주택 > 단독주택,590,95.7,95.7,0,1,,,1936,단독주택
부산광역시,기장군,철마면 와여리,227,,,,,,주거용 > 단독주택 > 단독주택,615,172.69,162.69,0,1,,,1997-01-07,단독주택
부산광역시,기장군,철마면 와여리,228,,,,,,주거용 > 단독주택 > 단독주택,0,223.7,223.7,0,1,1990-09-12,,1991-06-25,단독주택
부산광역시,기장군,기장읍 교리,279-35,,,,,,주거용 > 단독주택 > 단독주택,0,73.48,73.48,0,1,,,1958,단독주택
부산광역시,기장군,철마면 와여리,237,,,,,,주거용 > 단독주택 > 단독주택,0,103.02,103.02,0,1,,,1936,단독주택
부산광역시,기장군,철마면 와여리,265-1,,,,,,주거용 > 단독주택 > 단독주택,0,77.7,77.7,0,1,,,1954,단독주택
부산광역시,기장군,철마면 와여리,266-1,,,,,,주거용 > 단독주택 > 단독주택,0,72.6,72.6,0,1,,,1961,단독주택
부산광역시,기장군,철마면 와여리,267-2,,,,,,주거용 > 단독주택 > 단독주택,424,152.85,147.35,0,1,1997-05-21,1997-05-20,1997-08-04,단독주택
부산광역시,기장군,철마면 와여리,317-3,,,,,,주거용 > 단독주택 > 단독주택,927,173.59,173.59,0,1,,,1936,단독주택
부산광역시,기장군,기장읍 교리,279-35,,,,,,주거용 > 단독주택 > 단독주택,126,74.6,125.67,0,2,,2002-10-04,2002-12-12,단독주택
부산광역시,기장군,철마면 와여리,323-6,,,,,,주거용 > 단독주택 > 단독주택,0,0,60.54,0,1,,,1951,단독주택
부산광역시,기장군,철마면 와여리,324,,,,,,주거용 > 단독주택 > 단독주택,317.04,86.37,86.37,0,1,,,1977,단독주택
부산광역시,기장군,철마면 와여리,325,,,,,,주거용 > 단독주택 > 단독주택,313.2,132.21,132.21,0,1,1992-03-16,1992-03-19,1992-08-11,단독주택
부산광역시,기장군,철마면 와여리,329,,,,,,주거용 > 단독주택 > 단독주택,316.64,103.37,197.4,1,1,1993-03-12,1993-06-01,1993-08-09,단독주택
부산광역시,기장군,철마면 와여리,330-2,,,,,,주거용 > 단독주택 > 단독주택,152,82.5,82.5,0,1,1992-05-21,1992-07-11,1993-08-11,단독주택
부산광역시,기장군,철마면 와여리,331,,,,,,주거용 > 단독주택 > 단독주택,169.35,90.05,90.05,0,1,1994-08-09,,1994-10-17,단독주택
부산광역시,기장군,철마면 와여리,332,,,,,,주거용 > 단독주택 > 단독주택,406.48,99.99,99.99,0,1,1990-06-28,1990-07-05,1990-10-11,단독주택
부산광역시,기장군,철마면 와여리,333,,,,,,주거용 > 단독주택 > 단독주택,0,44.8,44.8,0,1,,,1956,단독주택
부산광역시,기장군,철마면 와여리,334-1,,,,,,주거용 > 단독주택 > 단독주택,517,155.71,151.14,0,1,1998-11-09,1998-11-10,1998-12-23,단독주택
부산광역시,기장군,철마면 와여리,335,,,,,,주거용 > 단독주택 > 단독주택,0,89.72,84.57,0,1,2002-03-25,2002-04-03,2002-08-09,단독주택
부산광역시,기장군,철마면 와여리,336-1,,,,1,,주거용 > 단독주택 > 단독주택,219,74.33,74.33,0,1,2001-04-19,200112,200202,단독주택
부산광역시,기장군,철마면 와여리,342,,,,,,주거용 > 단독주택 > 단독주택,258,121.78,120.28,0,1,1998-08-12,1998-08-13,1998-10-23,단독주택
부산광역시,기장군,철마면 와여리,346,,,,,,주거용 > 단독주택 > 단독주택,453.61,130.55,125.27,0,1,,,,단독주택
부산광역시,기장군,철마면 와여리,347,,,,,,주거용 > 단독주택 > 단독주택,61,47.05,47.05,0,1,,,1941,단독주택
부산광역시,기장군,철마면 와여리,350-1,,,,,,주거용 > 단독주택 > 단독주택,0,54.93,54.93,0,1,,,1961,단독주택
부산광역시,기장군,철마면 와여리,353,,,,,,주거용 > 단독주택 > 단독주택,320,145.55,148.53,0,2,1995-08-02,1995-09-03,1995-12-27,단독주택
부산광역시,기장군,철마면 와여리,367,,,,,,주거용 > 단독주택 > 단독주택,0,99.9,99.9,0,1,,,,단독주택
부산광역시,기장군,철마면 와여리,375-3,,,,,,주거용 > 단독주택 > 단독주택,156,38.18,39.76,0,1,1983-05-17,,1940,단독주택
부산광역시,기장군,철마면 와여리,375-2,,,,,,주거용 > 단독주택 > 단독주택,0,29.61,29.61,0,1,,,1941,단독주택
부산광역시,기장군,철마면 와여리,385,,,,,,주거용 > 단독주택 > 단독주택,0,111.86,111.86,0,1,,,1988-10-24,단독주택
부산광역시,기장군,철마면 와여리,389,,,,,,주거용 > 단독주택 > 단독주택,0,69,69,0,1,,,1936,단독주택
부산광역시,기장군,철마면 와여리,390,,,,,,주거용 > 단독주택 > 단독주택,392.11,99.76,98.76,0,2,1998-09-14,1998-10-09,1999-01-05,단독주택
부산광역시,기장군,기장읍 교리,313,,,,,,주거용 > 단독주택 > 단독주택,0,77.09,0,0,0,,,1957,단독주택
부산광역시,기장군,철마면 와여리,391,,,,,,주거용 > 단독주택 > 단독주택,264.31,97.34,97.34,0,1,1999-08-13,1999-08-14,1999-11-09,단독주택
부산광역시,기장군,철마면 와여리,394,,,,,,주거용 > 단독주택 > 단독주택,502.11,123.04,194.76,1,1,1994-09-14,,1994-09-30,단독주택
부산광역시,기장군,철마면 와여리,395,,,,,,주거용 > 단독주택 > 단독주택,231.24,115.24,115.24,0,1,1994-09-14,1994-09-14,1994-09-30,단독주택
부산광역시,기장군,철마면 와여리,396-1,,,,,,주거용 > 단독주택 > 단독주택,407,136.04,160.52,1,1,1993-04-08,1993-10-07,1995-01-07,단독주택
부산광역시,기장군,철마면 와여리,396-2,,,,,,주거용 > 단독주택 > 단독주택,0,37.6,37.6,0,1,,,1951,단독주택
부산광역시,기장군,철마면 와여리,398,,,,,,주거용 > 단독주택 > 단독주택,775,99.3,99.3,0,1,,,1954,단독주택
부산광역시,기장군,철마면 와여리,401,,,,,,주거용 > 단독주택 > 단독주택,0,39.78,39.78,0,1,1977-03-24,,1977-04-30,단독주택
부산광역시,기장군,철마면 와여리,402,,,,,,주거용 > 단독주택 > 단독주택,232.06,137.98,137.98,0,1,,,,단독주택
부산광역시,기장군,철마면 와여리,405,,,,,,주거용 > 단독주택 > 단독주택,0,138.8,138.8,0,1,1994-04-09,,1994-06-21,단독주택
부산광역시,기장군,철마면 와여리,406,,,,,,주거용 > 단독주택 > 단독주택,121,62.48,101.08,0,2,1992-12-17,1993-03-17,1993-05-14,단독주택
부산광역시,기장군,기장읍 교리,323-9,,,,가동,,주거용 > 단독주택 > 단독주택,0,109.07,190.84,0,2,2001-11-14,2001-11-15,2002-03-06,단독주택
부산광역시,기장군,철마면 와여리,510-2,,,,,,주거용 > 단독주택 > 단독주택,0,91.67,91.67,0,1,,,1973,단독주택
부산광역시,기장군,철마면 와여리,512,,,,,,주거용 > 단독주택 > 단독주택,264.46,147.11,147.11,0,1,,,1961,단독주택
부산광역시,기장군,철마면 와여리,516,,,,,,주거용 > 단독주택 > 단독주택,220.17,85.51,85.51,0,1,1992-09-29,,1993-02-03,단독주택
부산광역시,기장군,철마면 와여리,518-1,,,,,,주거용 > 단독주택 > 단독주택,512.86,165.7,163.3,0,1,,,1990-12-14,단독주택
부산광역시,기장군,철마면 와여리,519-1,,,,,,주거용 > 단독주택 > 단독주택,755,144.65,140.06,0,1,1998-04-03,1998-04-09,1998-07-15,단독주택
부산광역시,기장군,철마면 와여리,523-1,,,,,,주거용 > 단독주택 > 단독주택,139.72,83.4,144,0,2,2000-03-20,2000-04-28,2000-09-23,단독주택
부산광역시,기장군,철마면 와여리,530-1,,,,,,주거용 > 단독주택 > 단독주택,369,140.25,127.34,0,1,2000-11-28,2001-04-03,2001-12-19,단독주택
부산광역시,기장군,철마면 와여리,530-2,,,,,,주거용 > 단독주택 > 단독주택,449.93,150,206.34,0,2,1995-09-25,1995-09-29,1995-12-13,단독주택
부산광역시,기장군,철마면 와여리,531-2,,,,,,주거용 > 단독주택 > 단독주택,0,83.81,83.81,0,1,1990,,1991-07-30,단독주택
부산광역시,기장군,철마면 와여리,532,,,,,,주거용 > 단독주택 > 단독주택,0,63.14,63.14,0,1,,,1961,단독주택
부산광역시,기장군,철마면 와여리,533,,,,,,주거용 > 단독주택 > 단독주택,0,52.51,52.51,0,1,,,1959,단독주택
부산광역시,기장군,철마면 와여리,535-4,,,,,,주거용 > 단독주택 > 단독주택,169,99.76,99.76,0,1,,,,단독주택
부산광역시,기장군,철마면 와여리,536-4,,,,,,주거용 > 단독주택 > 단독주택,264,99.94,99.94,0,1,1991-10-21,,1996-03-23,단독주택
부산광역시,기장군,철마면 와여리,537-2,,,,,,주거용 > 단독주택 > 단독주택,729,80.75,68.75,0,1,,,1985,단독주택
부산광역시,기장군,철마면 와여리,542,,,,,,주거용 > 단독주택 > 단독주택,0,166.22,166.22,0,1,1988-10-04,,1989-01-05,단독주택
부산광역시,기장군,철마면 와여리,545-3,,,,,,주거용 > 단독주택 > 단독주택,0,50.5,50.5,0,1,1992-04-20,,1992-08-21,단독주택
부산광역시,기장군,철마면 와여리,546,,,,,,주거용 > 단독주택 > 단독주택,0,113.6,113.6,0,1,,,1974,단독주택
부산광역시,기장군,철마면 장전리,62-1,,,,,,주거용 > 단독주택 > 단독주택,623.7,148.03,148.03,0,1,1991-06-14,,1991-09-20,단독주택
부산광역시,기장군,철마면 장전리,63,,,,,,주거용 > 단독주택 > 단독주택,326.7,236.25,236.25,0,1,,,1991-07-15,단독주택
부산광역시,기장군,철마면 장전리,67,,,,,,주거용 > 단독주택 > 단독주택,316.8,93.76,93.76,0,1,1991-04-12,,1991-07-30,단독주택
부산광역시,기장군,철마면 장전리,70,,,,,,주거용 > 단독주택 > 단독주택,462,58,58,0,1,,,1959,단독주택
부산광역시,기장군,철마면 장전리,71,,,,,,주거용 > 단독주택 > 단독주택,282.35,129.26,129.26,0,1,1992-02-19,1992-03-19,1992-06-16,단독주택
부산광역시,기장군,철마면 장전리,72,,,,,,주거용 > 단독주택 > 단독주택,362.88,98.03,95.23,0,1,1988-03-24,1988,1988-09-05,단독주택
부산광역시,기장군,기장읍 교리,324-3,,,,,,주거용 > 단독주택 > 단독주택,0,86.64,85.14,0,1,1999-07-16,,1999-10-12,단독주택
부산광역시,기장군,철마면 장전리,73-1,,,,,주1,주거용 > 단독주택 > 단독주택,699,193.2,193.2,0,1,1989-08-05,,1990-02-14,단독주택
부산광역시,기장군,철마면 장전리,73-2,,,,,,주거용 > 단독주택 > 단독주택,265,85.68,85.68,0,1,1996-05-14,2000-04-25,2000-11-13,단독주택
부산광역시,기장군,철마면 장전리,75-1,,,,,,주거용 > 단독주택 > 단독주택,569,140.54,68.22,0,1,,,1986-11-13,단독주택
부산광역시,기장군,철마면 장전리,82-1,,,,,,주거용 > 단독주택 > 단독주택,302,70.83,110.86,0,2,,,1951,단독주택
부산광역시,기장군,철마면 장전리,84,,,,,,주거용 > 단독주택 > 단독주택,188.1,65.92,97.26,0,2,1992-09-08,,1992-11-25,단독주택
부산광역시,기장군,철마면 장전리,85,,,,,,주거용 > 단독주택 > 단독주택,433.55,108.84,99.48,0,1,1996-02-02,,1996-08-09,단독주택
부산광역시,기장군,철마면 장전리,86,,,,,,주거용 > 단독주택 > 단독주택,415.8,107.21,107.21,0,1,,,,단독주택
부산광역시,기장군,철마면 장전리,88,,,,,,주거용 > 단독주택 > 단독주택,465.3,136.52,136.52,0,1,1993-02-23,,1993-05-13,단독주택
부산광역시,기장군,철마면 장전리,89,,,,,,주거용 > 단독주택 > 단독주택,376.2,88.34,121.73,0,2,,,1989-07-10,단독주택
부산광역시,기장군,철마면 장전리,90,,,,,,주거용 > 단독주택 > 단독주택,544.5,133.45,133.45,0,1,1990-03-02,,1991-07-06,단독주택
부산광역시,기장군,철마면 장전리,160-2,,,,,주1,주거용 > 단독주택 > 단독주택,330,193.98,214.41,0,2,1995-02-04,1995-02-21,1995-08-18,단독주택
부산광역시,기장군,철마면 장전리,257-2,,,,,,주거용 > 단독주택 > 단독주택,329,167.23,199.11,1,1,1999-07-28,1999-09-02,2000-04-06,단독주택
부산광역시,기장군,철마면 장전리,257-11,,,,,,주거용 > 단독주택 > 단독주택,330,168.09,255.13,0,2,2000-07-22,2000-10-20,2000-12-08,단독주택
부산광역시,기장군,철마면 장전리,296-3,,,,,,주거용 > 단독주택 > 단독주택,0,77.5,77.5,0,1,,,1986,단독주택
부산광역시,기장군,철마면 장전리,297-2,,,,,,주거용 > 단독주택 > 단독주택,0,0,71.25,0,1,,,,단독주택
부산광역시,기장군,철마면 장전리,317-2,,,,,,주거용 > 단독주택 > 단독주택,0,33.39,33.39,0,1,,,1990-12-07,단독주택
부산광역시,기장군,철마면 장전리,317-4,,,,,,주거용 > 단독주택 > 단독주택,0,100.44,100.44,0,1,,,1941,단독주택
부산광역시,기장군,철마면 장전리,317-5,,,,,,주거용 > 단독주택 > 단독주택,248,248,144.97,0,1,1995-03-03,,1995-05-08,단독주택
부산광역시,기장군,철마면 장전리,328-3,,,,,,주거용 > 단독주택 > 단독주택,307.07,159.1,201.86,0,2,1995-11-16,1996-01-09,1996-05-20,단독주택
부산광역시,기장군,철마면 장전리,333-3,,,,,,주거용 > 단독주택 > 단독주택,0,98.94,98.94,0,1,,,1995-12-28,단독주택
부산광역시,기장군,철마면 장전리,336-3,,,,,,주거용 > 단독주택 > 단독주택,0,97.45,173.45,1,1,,,199303,단독주택
부산광역시,기장군,철마면 장전리,339,,,,,,주거용 > 단독주택 > 단독주택,278,54.02,54.02,0,1,,,,단독주택
부산광역시,기장군,철마면 장전리,340-1,,,,,,주거용 > 단독주택 > 단독주택,541.95,213.31,208.21,0,1,1995-09-27,,1997-09-29,단독주택
부산광역시,기장군,철마면 장전리,341-3,,,,A동,,주거용 > 단독주택 > 단독주택,0,73.5,73.5,0,1,2002-03-16,2002-03-21,2002-12-28,단독주택
부산광역시,기장군,철마면 장전리,341-3,,,,B동,,주거용 > 단독주택 > 단독주택,0,140.42,134.12,0,1,2002-03-16,2002-03-21,2002-12-28,단독주택
부산광역시,기장군,철마면 장전리,343-3,,,,,,주거용 > 단독주택 > 단독주택,0,64.56,64.56,0,1,,,1951,단독주택
부산광역시,기장군,철마면 장전리,343-2,,,,B동,,주거용 > 단독주택 > 단독주택,0,49.5,49.5,0,1,,,,단독주택
부산광역시,기장군,철마면 장전리,343-2,,,,A동,,주거용 > 단독주택 > 단독주택,0,75.96,75.96,0,1,,,,단독주택
부산광역시,기장군,철마면 장전리,344,,,,,,주거용 > 단독주택 > 단독주택,436,147.86,144.86,0,1,,,1988-09-23,단독주택
부산광역시,기장군,철마면 장전리,346,,,,,,주거용 > 단독주택 > 단독주택,465.3,80.38,80.38,0,1,,,1972,단독주택
부산광역시,기장군,철마면 장전리,350-1,,,,,,주거용 > 단독주택 > 단독주택,692.3,152.74,152.74,0,1,1993-08-21,1993-10-05,1993,단독주택
부산광역시,기장군,철마면 장전리,351,,,,,,주거용 > 단독주택 > 단독주택,0,109.07,147.47,1,2,,,1990,단독주택
부산광역시,기장군,철마면 장전리,353,,,,,,주거용 > 단독주택 > 단독주택,0,79.2,79.2,0,1,,,1959,단독주택
부산광역시,기장군,철마면 장전리,358,,,,,,주거용 > 단독주택 > 단독주택,0,92.52,92.52,0,1,,,1990-03-05,단독주택
부산광역시,기장군,철마면 장전리,359,,,,,,주거용 > 단독주택 > 단독주택,118.8,118.48,118.48,0,1,,,1994-09-01,단독주택
부산광역시,기장군,철마면 장전리,362,,,,,,주거용 > 단독주택 > 단독주택,0,79.2,79.2,0,1,,,1979,단독주택
부산광역시,기장군,철마면 장전리,364,,,,,,주거용 > 단독주택 > 단독주택,0,128.14,128.14,0,1,,,1994-08-27,단독주택
부산광역시,기장군,철마면 장전리,366,,,,,,주거용 > 단독주택 > 단독주택,0,117.98,117.98,0,1,,,1941,단독주택
부산광역시,기장군,철마면 장전리,366-1,,,,,,주거용 > 단독주택 > 단독주택,264.96,90.71,90.71,0,1,1989-05-17,1989-05-29,1989-12-28,단독주택
부산광역시,기장군,철마면 장전리,367-1,,,,,,주거용 > 단독주택 > 단독주택,0,96.32,96.32,0,1,,,1936,단독주택
부산광역시,기장군,철마면 장전리,368-1,,,,,,주거용 > 단독주택 > 단독주택,0,114.24,114.24,0,1,,,1951,단독주택
부산광역시,기장군,철마면 장전리,369-1,,,,,,주거용 > 단독주택 > 단독주택,0,74.16,74.16,0,1,,,1941,단독주택
부산광역시,기장군,철마면 장전리,370,,,,,,주거용 > 단독주택 > 단독주택,0,93,93,0,1,,,,단독주택
부산광역시,기장군,철마면 장전리,372,,,,,,주거용 > 단독주택 > 단독주택,0,118.54,118.54,0,1,,,1941,단독주택
부산광역시,기장군,철마면 장전리,373,,,,,,주거용 > 단독주택 > 단독주택,0,84.6,84.6,0,1,,,1951,단독주택
부산광역시,기장군,철마면 장전리,376-2,,,,,,주거용 > 단독주택 > 단독주택,458,175.33,174.33,0,1,2000-05-26,2000-05-29,2000-08-10,단독주택
부산광역시,기장군,철마면 장전리,377,,,,,,주거용 > 단독주택 > 단독주택,0,167.36,167.36,0,1,,,1941,단독주택
부산광역시,기장군,철마면 장전리,378,,,,,,주거용 > 단독주택 > 단독주택,0,117.24,213.12,1,1,1994-09-07,1994-12-23,1994-12-27,단독주택
부산광역시,기장군,철마면 장전리,380-1,,,,,,주거용 > 단독주택 > 단독주택,0,139.2,139.2,0,1,,,1978,단독주택
부산광역시,기장군,철마면 장전리,381,,,,,,주거용 > 단독주택 > 단독주택,0,84.6,84.6,0,0,,,1951,단독주택
부산광역시,기장군,철마면 장전리,382-2,,,,,,주거용 > 단독주택 > 단독주택,0,87.74,87.74,0,1,,,1941,단독주택
부산광역시,기장군,철마면 장전리,383-1,,,,,,주거용 > 단독주택 > 단독주택,362.34,141.77,141.77,0,1,1989-06-02,1989-06-15,1989-12-28,단독주택
부산광역시,기장군,철마면 장전리,383-2,,,,,,주거용 > 단독주택 > 단독주택,605,152.67,230.92,1,1,1997-04-07,1997-04-16,1997-08-05,단독주택
부산광역시,기장군,철마면 장전리,384,,,,,,주거용 > 단독주택 > 단독주택,521,111.8,198.72,1,1,1993-05-22,1993-08-31,1994,단독주택
부산광역시,기장군,철마면 장전리,393-1,,,,,,주거용 > 단독주택 > 단독주택,0,60.95,60.95,0,1,,,,단독주택
부산광역시,기장군,철마면 장전리,396,,,,,,주거용 > 단독주택 > 단독주택,207.04,103.14,132.69,0,1,1989-09-21,1989-10-12,1990-03-12,단독주택
부산광역시,기장군,철마면 장전리,397,,,,,,주거용 > 단독주택 > 단독주택,0,60.29,60.29,0,1,,,1975,단독주택
부산광역시,기장군,철마면 장전리,398,,,,,,주거용 > 단독주택 > 단독주택,0,55.68,55.68,0,1,,,1951,단독주택
부산광역시,기장군,철마면 장전리,398,,,,,,주거용 > 단독주택 > 단독주택,0,19.09,19.09,0,1,1998-12-23,1999-01-05,1999-04-16,단독주택
