시도,시군구,읍면동,상세주소,특수지명,블록,로트,건물명,동명,통계용도,대지면적(㎡),건축면적(㎡),연면적(㎡),지하층수(층),지상층수(층),허가일자,착공일자,사용승인일자,동용도
부산광역시,기장군,장안읍 길천리,188-19,,,,,2동 3동,주거용 > 단독주택 > 단독주택,0,128.1,128.1,0,1,,,1955,단독주택
부산광역시,기장군,기장읍 동부리,222-3,,,,,,주거용 > 단독주택 > 단독주택,250.5,147.9,230.01,0,2,1996-01-04,1996-01-08,1996-06-03,단독주택
부산광역시,기장군,장안읍 길천리,188-24,,,,,,주거용 > 단독주택 > 다가구주택,382,106.07,106.07,0,1,,,1955,단독주택
부산광역시,기장군,장안읍 길천리,188-58,,,,,,주거용 > 단독주택 > 단독주택,0,49.5,49.5,0,1,,,1977,단독주택
부산광역시,기장군,장안읍 길천리,188-27,,,,,,주거용 > 단독주택 > 단독주택,0,42.5,42.5,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,188-32,,,,,,주거용 > 단독주택 > 단독주택,0,144.6,144.6,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 동부리,223-1,,,,,,주거용 > 단독주택 > 단독주택,0,99.9,99.9,0,1,,,1970,단독주택
부산광역시,기장군,장안읍 길천리,188-33,,,,,,주거용 > 단독주택 > 단독주택,0,81.8,81.8,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,188-34,,,,,,주거용 > 단독주택 > 단독주택,0,115.5,115.5,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,188-35,,,,,,주거용 > 단독주택 > 단독주택,139,121,121,0,1,,,,단독주택
부산광역시,기장군,장안읍 길천리,189,,,,,,주거용 > 단독주택 > 단독주택,0,81.8,81.8,0,1,,,1946,단독주택
부산광역시,기장군,장안읍 길천리,190,,,,,제2호,주거용 > 단독주택 > 단독주택,0,108.9,108.9,0,1,,,1979,단독주택
부산광역시,기장군,장안읍 길천리,190,,,,,,주거용 > 단독주택 > 단독주택,0,26.4,26.4,0,1,,,1960,단독주택
부산광역시,기장군,장안읍 길천리,190-1,,,,,,주거용 > 단독주택 > 단독주택,116,83.94,83.94,0,1,1997-05-23,,1997-07-03,단독주택
부산광역시,기장군,기장읍 동부리,220,,,,,,주거용 > 단독주택 > 단독주택,0,82.54,82.54,0,1,,,1941,단독주택
부산광역시,기장군,장안읍 길천리,190-9,,,,,,주거용 > 단독주택 > 단독주택,0,33,33,0,1,,,1968,단독주택
부산광역시,기장군,장안읍 길천리,190-10,,,,,,주거용 > 단독주택 > 단독주택,0,81.8,81.8,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,190-11,,,,,,주거용 > 단독주택 > 단독주택,0,105.8,105.8,0,1,,,1980,단독주택
부산광역시,기장군,장안읍 길천리,190-13,,,,,,주거용 > 단독주택 > 단독주택,0,76,76,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 동부리,224,,,,,,주거용 > 단독주택 > 단독주택,0,49.59,49.59,0,1,,,1967,단독주택
부산광역시,기장군,장안읍 길천리,190-17,,,,,,주거용 > 단독주택 > 단독주택,0,128.1,151.2,0,2,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,190-28,,,,,,주거용 > 단독주택 > 단독주택,0,46.2,46.2,0,1,,,1981,단독주택
부산광역시,기장군,기장읍 동부리,225,,,,,,주거용 > 단독주택 > 단독주택,0,33.71,33.71,0,1,,,1936,단독주택
부산광역시,기장군,장안읍 길천리,190-45,,,,,,주거용 > 단독주택 > 단독주택,0,111,111,0,1,,,1970,단독주택
부산광역시,기장군,장안읍 길천리,190-93,,,,,,주거용 > 단독주택 > 단독주택,0,89.5,89.5,0,1,,,1970,단독주택
부산광역시,기장군,장안읍 길천리,192,,,,,,주거용 > 단독주택 > 단독주택,464,292.71,290.87,0,1,,,1957,단독주택
부산광역시,기장군,장안읍 길천리,192-1,,,,,,주거용 > 단독주택 > 단독주택,0,104.4,104.4,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,192-6,,,,,,주거용 > 단독주택 > 단독주택,0,92,92,0,1,,,1963,단독주택
부산광역시,기장군,장안읍 길천리,192-7,,,,,,주거용 > 단독주택 > 단독주택,361,274.46,301.48,0,2,1994-05-20,,1994-07-28,단독주택
부산광역시,기장군,장안읍 길천리,192-14,,,,,,주거용 > 단독주택 > 단독주택,0,91.1,91.1,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,192-15,,,,,,주거용 > 단독주택 > 단독주택,0,86.8,86.8,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,192-17,,,,,,주거용 > 단독주택 > 단독주택,0,78.44,78.44,0,1,,,1970,단독주택
부산광역시,기장군,장안읍 길천리,192-23,,,,,,주거용 > 단독주택 > 단독주택,0,42.1,42.1,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,192-35,,,,,,주거용 > 단독주택 > 단독주택,0,48.39,96.78,0,2,1995-10-23,,199511,단독주택
부산광역시,기장군,장안읍 길천리,193,,,,,,주거용 > 단독주택 > 단독주택,0,61.8,61.8,0,1,,,1963,단독주택
부산광역시,기장군,기장읍 동부리,226,,,,,,주거용 > 단독주택 > 단독주택,0,59.5,59.5,0,1,,,1979,단독주택
부산광역시,기장군,장안읍 길천리,194-3,,,,,,주거용 > 단독주택 > 단독주택,149,84.71,84.71,0,1,1995-04-17,,1995-06-21,단독주택
부산광역시,기장군,장안읍 길천리,194-5,,,,,,주거용 > 단독주택 > 단독주택,0,241.5,241.5,0,1,,,1978,단독주택
부산광역시,기장군,장안읍 길천리,194-6,,,,,,주거용 > 단독주택 > 단독주택,0,29.43,26.35,0,1,1999-07-06,,1999-08-17,단독주택
부산광역시,기장군,장안읍 길천리,194-6,,,,,,주거용 > 단독주택 > 단독주택,0,94.58,158.35,0,2,1994-04-11,,1994-09-03,단독주택
부산광역시,기장군,장안읍 길천리,198-1,,,,,,주거용 > 단독주택 > 단독주택,124.36,97.23,97.23,0,1,1993-08-04,1993-11-02,1993-12-13,단독주택
부산광역시,기장군,기장읍 동부리,227,,,,,,주거용 > 단독주택 > 단독주택,53.295,34.2,65.7,0,2,1996-12-17,1997-03-14,1997-03-17,단독주택
부산광역시,기장군,장안읍 길천리,198-5,,,,,,주거용 > 단독주택 > 단독주택,0,52.5,52.5,0,1,,,1970,단독주택
부산광역시,기장군,기장읍 동부리,228-1,,,,,,주거용 > 단독주택 > 단독주택,0,33.62,33.62,0,1,,,1948,단독주택
부산광역시,기장군,장안읍 길천리,221-2,,,,,,주거용 > 단독주택 > 단독주택,0,155,155,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,225,,,,,,주거용 > 단독주택 > 단독주택,265,140.72,197.07,0,2,1993-10-29,,1994-05-02,단독주택
부산광역시,기장군,장안읍 길천리,226-2,,,,,,주거용 > 단독주택 > 단독주택,235,58.1,58.1,0,1,,,1955,단독주택
부산광역시,기장군,장안읍 길천리,226-6,,,,,,주거용 > 단독주택 > 단독주택,0,26.7,26.7,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 동부리,228-3,,,,,,주거용 > 단독주택 > 단독주택,0,59.5,59.5,0,1,1976-08-12,,1976,단독주택
부산광역시,기장군,장안읍 길천리,232,,,,,,주거용 > 단독주택 > 단독주택,0,57.8,57.8,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,232-1,,,,,,주거용 > 단독주택 > 단독주택,0,177.9,177.9,0,1,,,1970,단독주택
부산광역시,기장군,장안읍 길천리,235,,,,,,주거용 > 단독주택 > 단독주택,301,152.59,209.37,0,2,1999-10-05,1999-11-13,2000-05-30,단독주택
부산광역시,기장군,기장읍 동부리,228-4,,,,,,주거용 > 단독주택 > 단독주택,0,39.67,39.67,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,236-4,,,,,,주거용 > 단독주택 > 단독주택,362,210,207,0,1,1994-09-29,1995-04-06,1995-06-17,단독주택
부산광역시,기장군,장안읍 길천리,237-2,,,,,,주거용 > 단독주택 > 단독주택,1060.72,263.8,259.6,0,1,1994-07-21,1995-10-05,1996-05-01,단독주택
부산광역시,기장군,장안읍 길천리,239-1,,,,,,주거용 > 단독주택 > 단독주택,0,76.3,76.3,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,239-3,,,,,,주거용 > 단독주택 > 단독주택,0,67.6,67.6,0,1,,,1980,단독주택
부산광역시,기장군,장안읍 길천리,239-3,,,,,,주거용 > 단독주택 > 단독주택,198,100.74,100.74,0,1,1979-11-27,,1980-04-14,단독주택
부산광역시,기장군,장안읍 길천리,239-5,,,,,,주거용 > 단독주택 > 단독주택,0,132.4,132.4,0,1,,,1979,단독주택
부산광역시,기장군,장안읍 길천리,242-3,,,,,,주거용 > 단독주택 > 단독주택,0,87.3,87.3,0,1,,,1965,단독주택
부산광역시,기장군,장안읍 길천리,242-5,,,,,,주거용 > 단독주택 > 단독주택,0,77.06,77.06,0,1,,,1980,단독주택
부산광역시,기장군,기장읍 동부리,228-6,,,,,,주거용 > 단독주택 > 단독주택,0,69.83,69.83,0,1,,,1972,단독주택
부산광역시,기장군,장안읍 길천리,245-4,,,,,,주거용 > 단독주택 > 단독주택,0,60.2,60.2,0,1,,,1960,단독주택
부산광역시,기장군,장안읍 길천리,245-7,,,,,,주거용 > 단독주택 > 단독주택,0,96.2,96.2,0,1,,,1973,단독주택
부산광역시,기장군,장안읍 길천리,245-9,,,,,,주거용 > 단독주택 > 다가구주택,199.5,147.48,147.48,0,1,,,1955,단독주택
부산광역시,기장군,장안읍 길천리,245-12,,,,,,주거용 > 단독주택 > 단독주택,0,58.1,58.1,0,1,,,1955,단독주택
부산광역시,기장군,장안읍 길천리,245-13,,,,,가동,주거용 > 단독주택 > 다가구주택,0,65.8,65.8,0,1,,,1955,단독주택
부산광역시,기장군,장안읍 길천리,245-14,,,,"주1, 주3",,주거용 > 단독주택 > 단독주택,0,144.55,144.55,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,245-50,,,,,,주거용 > 단독주택 > 단독주택,0,91.2,91.2,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,245-25,,,,,,주거용 > 단독주택 > 단독주택,0,118.8,118.8,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,246,,,,,,주거용 > 단독주택 > 단독주택,0,129,129,0,1,,,1960,단독주택
부산광역시,기장군,장안읍 길천리,246-1,,,,,,주거용 > 단독주택 > 단독주택,0,67.6,67.6,0,1,,,1972,단독주택
부산광역시,기장군,장안읍 길천리,248-2,,,,,,주거용 > 단독주택 > 단독주택,0,158.9,158.9,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,249-1,,,,,,주거용 > 단독주택 > 단독주택,0,104.8,104.8,0,1,,,1968,단독주택
부산광역시,기장군,장안읍 길천리,249,,,,,,주거용 > 단독주택 > 단독주택,0,72.9,72.9,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,251,,,,,,주거용 > 단독주택 > 단독주택,0,39.6,39.6,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 동부리,228-9,,,,,,주거용 > 단독주택 > 단독주택,0,38.25,38.25,0,1,1975-10-04,,1976-06-15,단독주택
부산광역시,기장군,장안읍 길천리,251-1,,,,,,주거용 > 단독주택 > 단독주택,150.39,96,96,0,1,1994-11-01,,1994-07-19,단독주택
부산광역시,기장군,장안읍 길천리,251-5,,,,,,주거용 > 단독주택 > 단독주택,575.49,268.18,216.7,0,2,1993-05-29,1993-06-28,1993-09-27,단독주택
부산광역시,기장군,장안읍 길천리,251-8,,,,,,주거용 > 단독주택 > 단독주택,0,150.7,150.7,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,254-1,,,,,,주거용 > 단독주택 > 단독주택,0,84.4,84.4,0,1,,,1953,단독주택
부산광역시,기장군,장안읍 길천리,254-4,,,,,,주거용 > 단독주택 > 단독주택,0,112.9,112.9,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,254-4,,,,,,주거용 > 단독주택 > 단독주택,0,33,33,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,254-5,,,,,,주거용 > 단독주택 > 단독주택,0,131.67,131.67,0,1,1989-02-23,,1989-03-22,단독주택
부산광역시,기장군,장안읍 길천리,255-1,,,,,,주거용 > 단독주택 > 다가구주택,0,95.2,95.2,0,1,1997-04-23,,1998-08-12,단독주택
부산광역시,기장군,장안읍 길천리,255-7,,,,,,주거용 > 단독주택 > 다가구주택,398,119.56,196.95,0,2,1995-11-13,1995-11-30,1996-09-09,단독주택
부산광역시,기장군,장안읍 길천리,256-4,,,,,,주거용 > 단독주택 > 단독주택,0,130.7,130.7,0,1,,,1955,단독주택
부산광역시,기장군,장안읍 길천리,257-6,,,,,,주거용 > 단독주택 > 단독주택,0,54.3,54.3,0,1,,,1954,단독주택
부산광역시,기장군,장안읍 길천리,257-9,,,,,,주거용 > 단독주택 > 단독주택,0,89.8,89.8,0,1,,,1955,단독주택
부산광역시,기장군,기장읍 동부리,228-11,,,,,,주거용 > 단독주택 > 단독주택,0,39.6,39.6,0,1,,,1972,단독주택
부산광역시,기장군,장안읍 길천리,278-2,,,,,,주거용 > 단독주택 > 단독주택,0,116.6,116.6,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,278-4,,,,,,주거용 > 단독주택 > 단독주택,0,111.7,111.7,0,1,,,1980,단독주택
부산광역시,기장군,장안읍 길천리,279-1,,,,,,주거용 > 단독주택 > 단독주택,0,176,176,0,1,,,,단독주택
부산광역시,기장군,장안읍 길천리,279-3,,,,,,주거용 > 단독주택 > 단독주택,0,181.2,181.2,0,1,,,1943,단독주택
부산광역시,기장군,장안읍 길천리,279-5,,,,,,주거용 > 단독주택 > 단독주택,0,186.1,186.1,0,1,,,1955,단독주택
부산광역시,기장군,기장읍 동부리,230,,,,,,주거용 > 단독주택 > 단독주택,0,76.03,76.03,0,1,1975-04-11,,1976-06-28,단독주택
부산광역시,기장군,장안읍 길천리,288-4,,,,,A동,주거용 > 단독주택 > 단독주택,0,52.8,52.8,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 동부리,230-1,,,,,,주거용 > 단독주택 > 단독주택,0,52.23,52.23,0,1,,,1979,단독주택
부산광역시,기장군,기장읍 동부리,231,,,,,,주거용 > 단독주택 > 단독주택,0,42.9,42.9,0,1,,,1979,단독주택
부산광역시,기장군,장안읍 길천리,405,,,,,,주거용 > 단독주택 > 단독주택,0,26.4,26.4,0,1,,,1960,단독주택
부산광역시,기장군,장안읍 길천리,477-1,,,,,,주거용 > 단독주택 > 단독주택,0,330.3,330.3,0,1,,,1960,단독주택
부산광역시,기장군,장안읍 길천리,3148,,,,,,주거용 > 단독주택 > 단독주택,0,36.3,36.3,0,1,,,1971,단독주택
부산광역시,기장군,장안읍 길천리,3149,,,,,,주거용 > 단독주택 > 단독주택,0,33,33,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 동부리,234-2,,,,,,주거용 > 단독주택 > 단독주택,0,23.14,23.14,0,1,,,,단독주택
부산광역시,기장군,장안읍 길천리,산 76,,,,,,주거용 > 단독주택 > 단독주택,0,32,32,0,1,,,198706,단독주택
부산광역시,기장군,장안읍 길천리,산 109-1,,,,,,주거용 > 단독주택 > 단독주택,0,129.4,129.4,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 동부리,242-3,,,,,,주거용 > 단독주택 > 단독주택,0,33.05,33.05,0,1,,,1936,단독주택
부산광역시,기장군,장안읍 길천리,산 109-3,,,,,,주거용 > 단독주택 > 단독주택,0,77.6,77.6,0,1,,,1978,단독주택
부산광역시,기장군,일광면,378,,,,,,주거용 > 단독주택 > 단독주택,0,46.62,46.62,0,1,,,1969,단독주택
부산광역시,기장군,일광면 삼성리,21-9,,,,,,주거용 > 단독주택 > 단독주택,0,46.28,46.28,0,1,,,1965-03-02,단독주택
부산광역시,기장군,기장읍 동부리,244,,,,,,주거용 > 단독주택 > 단독주택,0,99.29,99.29,0,1,,,1972,단독주택
부산광역시,기장군,일광면 삼성리,24-1,,,,,,주거용 > 단독주택 > 단독주택,119,70.98,212.92,0,3,1989-11-20,1989-11-22,1990-01-23,단독주택
부산광역시,기장군,기장읍 동부리,244-1,,,,,,주거용 > 단독주택 > 단독주택,0,71.56,71.56,0,1,,,1936,단독주택
부산광역시,기장군,일광면 삼성리,33-5,,,,,,주거용 > 단독주택 > 단독주택,0,129.54,373.38,0,3,,,1984-04-04,단독주택
부산광역시,기장군,기장읍 동부리,246-1,,,,,,주거용 > 단독주택 > 단독주택,0,39.67,39.67,0,1,,,1936,단독주택
부산광역시,기장군,일광면 삼성리,35-1,,,,,,주거용 > 단독주택 > 단독주택,473.6,179.47,179.47,0,1,1986-09-26,1986-09-30,1987-02-24,단독주택
부산광역시,기장군,일광면 삼성리,35-7,,,,,,주거용 > 단독주택 > 다가구주택,286.6,169.69,169.69,0,1,1985-06-29,,1985-07-29,단독주택
부산광역시,기장군,일광면 삼성리,35-13,,,,,,주거용 > 단독주택 > 단독주택,0,78.54,128.65,1,2,,,1979-10-27,단독주택
부산광역시,기장군,일광면 삼성리,35-16,,,,,,주거용 > 단독주택 > 단독주택,0,52.3,52.3,0,1,,,1970-09-30,단독주택
부산광역시,기장군,일광면 삼성리,35-17,,,,,,주거용 > 단독주택 > 단독주택,321.8,137.42,137.42,0,1,1988-09-15,,1989-11-10,단독주택
부산광역시,기장군,기장읍 동부리,247,,,,,,주거용 > 단독주택 > 단독주택,0,29.75,29.75,0,1,,,1971,단독주택
부산광역시,기장군,일광면 삼성리,37-12,,,,,,주거용 > 단독주택 > 단독주택,0,86.81,86.81,0,1,,,1979-03-05,단독주택
부산광역시,기장군,일광면 삼성리,37-15,,,,,,주거용 > 단독주택 > 단독주택,0,62.55,62.55,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 삼성리,38-4,,,,,,주거용 > 단독주택 > 단독주택,171.5,98.07,98.07,0,1,1982-07-28,,1983-05-26,단독주택
부산광역시,기장군,일광면 삼성리,38-7,,,,,,주거용 > 단독주택 > 단독주택,165.6,114.7,187.68,0,2,1995-05-23,1995-06-02,1996-09-17,단독주택
부산광역시,기장군,기장읍 동부리,248,,,,,,주거용 > 단독주택 > 단독주택,0,46.8,46.8,0,1,1976-03-30,,1976-09-11,단독주택
부산광역시,기장군,일광면 삼성리,38-9,,,,,,주거용 > 단독주택 > 단독주택,0,22.31,22.31,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 삼성리,38-11,,,,,,주거용 > 단독주택 > 단독주택,94.2,65.21,92.55,0,2,2000-02-17,2000-04-11,2000-06-15,단독주택
부산광역시,기장군,일광면 삼성리,38-14,,,,,,주거용 > 단독주택 > 단독주택,0,76.25,135.55,0,2,,,1979-12-10,단독주택
부산광역시,기장군,일광면 삼성리,38-15,,,,,,주거용 > 단독주택 > 단독주택,0,118.64,118.64,0,1,,,1979-11-15,단독주택
부산광역시,기장군,일광면 삼성리,38-18,,,,,,주거용 > 단독주택 > 단독주택,158.1,93.62,92.86,0,1,2002-03-08,2001-04-15,2002-06-18,단독주택
부산광역시,기장군,일광면 삼성리,39,,,,,,주거용 > 단독주택 > 단독주택,0,48.26,48.26,0,1,,,1970-05-01,단독주택
부산광역시,기장군,기장읍 동부리,249,,,,,,주거용 > 단독주택 > 단독주택,0,119.82,119.82,0,1,,,1972,단독주택
부산광역시,기장군,일광면 삼성리,39-5,,,,,,주거용 > 단독주택 > 단독주택,0,99.21,99.21,0,1,,,1970-04-01,단독주택
부산광역시,기장군,일광면 삼성리,39-9,,,,,,주거용 > 단독주택 > 단독주택,0,27.07,27.07,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 삼성리,39-9,,,,,,주거용 > 단독주택 > 단독주택,0,45.62,45.62,0,1,,,1957-04-01,단독주택
부산광역시,기장군,일광면 삼성리,39-11,,,,,,주거용 > 단독주택 > 단독주택,0,81.65,81.65,0,1,,,1970,단독주택
부산광역시,기장군,일광면 삼성리,43-4,,,,,,주거용 > 단독주택 > 단독주택,0,68.15,94.39,0,2,,,1978,단독주택
부산광역시,기장군,일광면 삼성리,43-7,,,,,,주거용 > 단독주택 > 단독주택,0,28.46,56.92,0,2,,,1978,단독주택
부산광역시,기장군,일광면 삼성리,43-10,,,,,,주거용 > 단독주택 > 단독주택,203,118.53,118.53,0,1,1977,,,단독주택
부산광역시,기장군,일광면 삼성리,43-13,,,,,,주거용 > 단독주택 > 단독주택,0,60.09,60.09,0,1,,,,단독주택
부산광역시,기장군,일광면 삼성리,49-2,,,,,,주거용 > 단독주택 > 단독주택,0,83.2,83.2,0,1,,,197003,단독주택
부산광역시,기장군,일광면 삼성리,50,,,,,,주거용 > 단독주택 > 단독주택,0,98.51,98.51,0,1,,,1971,단독주택
부산광역시,기장군,일광면 삼성리,62-3,,,,,,주거용 > 단독주택 > 단독주택,0,40.33,40.33,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 삼성리,63,,,,,,주거용 > 단독주택 > 단독주택,0,89.25,89.25,0,1,,,196704,단독주택
부산광역시,기장군,일광면 삼성리,67,,,,,,주거용 > 단독주택 > 단독주택,0,125.76,125.76,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 삼성리,69,,,,,,주거용 > 단독주택 > 단독주택,0,28.63,28.63,0,1,,,1930-10-01,단독주택
부산광역시,기장군,일광면 삼성리,70,,,,,,주거용 > 단독주택 > 단독주택,0,106.42,106.42,0,1,,,1955,단독주택
부산광역시,기장군,일광면 삼성리,70-2,,,,,,주거용 > 단독주택 > 단독주택,0,18.58,18.58,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 삼성리,71-3,,,,,,주거용 > 단독주택 > 단독주택,0,50.65,50.65,0,1,,,1980,단독주택
부산광역시,기장군,일광면 삼성리,73-1,,,,,,주거용 > 단독주택 > 단독주택,0,129.75,251.4,0,2,,,1979-12-18,단독주택
부산광역시,기장군,일광면 삼성리,73-2,,,,,,주거용 > 단독주택 > 단독주택,0,74.31,74.31,0,1,,,1980,단독주택
부산광역시,기장군,기장읍 동부리,252-2,,,,,,주거용 > 단독주택 > 단독주택,0,13.22,13.22,0,1,,,1984,단독주택
부산광역시,기장군,일광면 삼성리,74-1,,,,,,주거용 > 단독주택 > 단독주택,0,117.88,117.88,0,1,,,1971,단독주택
부산광역시,기장군,일광면 삼성리,77-2,,,,,,주거용 > 단독주택 > 단독주택,0,77.29,129.62,0,2,,,197910,단독주택
부산광역시,기장군,일광면 삼성리,83-1,,,,,,주거용 > 단독주택 > 단독주택,0,58.31,58.31,0,1,,,1977,단독주택
부산광역시,기장군,일광면 삼성리,84,,,,,,주거용 > 단독주택 > 단독주택,0,33,33,0,1,,,1977,단독주택
부산광역시,기장군,일광면 삼성리,84-1,,,,,,주거용 > 단독주택 > 단독주택,0,68.4,68.4,0,1,,,1977,단독주택
부산광역시,기장군,기장읍 동부리,253-2,,,,,,주거용 > 단독주택 > 단독주택,96,52.69,79.36,0,2,1994-05-19,,1995-06-08,단독주택
부산광역시,기장군,일광면 삼성리,86-16,,,,,,주거용 > 단독주택 > 단독주택,0,16.5,16.5,0,1,,,1936,단독주택
부산광역시,기장군,일광면 삼성리,87-1,,,,,,주거용 > 단독주택 > 단독주택,0,103.58,103.58,0,1,,,1968-04-01,단독주택
부산광역시,기장군,일광면 삼성리,87-7,,,,,,주거용 > 단독주택 > 단독주택,0,84.5,84.5,0,1,,,1977,단독주택
부산광역시,기장군,일광면 삼성리,88,,,,,,주거용 > 단독주택 > 단독주택,0,49.64,99.28,0,2,1994-02-08,,1994-04-19,단독주택
부산광역시,기장군,일광면 삼성리,90-1,,,,,,주거용 > 단독주택 > 단독주택,0,69.07,69.07,0,1,,,1983-01-05,단독주택
부산광역시,기장군,일광면 삼성리,90-1,,,,,,주거용 > 단독주택 > 단독주택,0,41.36,41.36,0,1,,,1970,단독주택
부산광역시,기장군,일광면 삼성리,92-2,,,,,,주거용 > 단독주택 > 단독주택,0,41.36,41.36,0,1,,,1970-04-10,단독주택
부산광역시,기장군,일광면 삼성리,98-1,,,,,,주거용 > 단독주택 > 단독주택,142.3,80.05,147.95,0,2,1989-06-02,1989,1989-10-17,단독주택
부산광역시,기장군,일광면 삼성리,99-1,,,,,,주거용 > 단독주택 > 단독주택,0,62.35,93.85,0,2,,,1979,단독주택
부산광역시,기장군,일광면 삼성리,100,,,,,,주거용 > 단독주택 > 단독주택,0,15.14,15.14,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 삼성리,100-1,,,,,,주거용 > 단독주택 > 단독주택,0,29.32,29.32,0,1,,,1960-06-30,단독주택
부산광역시,기장군,일광면 삼성리,100-1,,,,,,주거용 > 단독주택 > 단독주택,0,48.17,48.17,0,1,,,1960-06-20,단독주택
부산광역시,기장군,일광면 삼성리,100-1,,,,,,주거용 > 단독주택 > 단독주택,0,18.35,18.35,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 삼성리,100-7,,,,,,주거용 > 단독주택 > 단독주택,0,44.73,44.73,0,1,,,1960,단독주택
부산광역시,기장군,기장읍 동부리,255-1,,,,,,주거용 > 단독주택 > 단독주택,0,52.89,52.89,0,1,,,1975,단독주택
부산광역시,기장군,일광면 삼성리,100-10,,,,,,주거용 > 단독주택 > 단독주택,0,50.55,50.55,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 삼성리,100-13,,,,,,주거용 > 단독주택 > 단독주택,0,41.62,41.62,0,1,,,1941-04-01,단독주택
부산광역시,기장군,일광면 삼성리,100-14,,,,,,주거용 > 단독주택 > 단독주택,159.11,90.2,84.55,0,1,1996-07-19,,1996-11-01,단독주택
부산광역시,기장군,일광면 삼성리,100-15,,,,,,주거용 > 단독주택 > 단독주택,73,40.95,40.95,0,1,1996-07-19,,1996-11-01,단독주택
부산광역시,기장군,일광면 삼성리,100-25,,,,,,주거용 > 단독주택 > 단독주택,0,24.96,24.96,0,1,,,1936-04-01,단독주택
부산광역시,기장군,일광면 삼성리,100-26,,,,,,주거용 > 단독주택 > 단독주택,0,19.27,19.27,0,1,,,1968-06-07,단독주택
부산광역시,기장군,기장읍 동부리,256,,,,,,주거용 > 단독주택 > 단독주택,0,72.73,72.73,0,1,,,1975,단독주택
부산광역시,기장군,일광면 삼성리,103-1,,,,,,주거용 > 단독주택 > 단독주택,0,55.2,55.2,0,1,,,1980,단독주택
부산광역시,기장군,일광면 삼성리,104,,,,,,주거용 > 단독주택 > 단독주택,0,21.49,21.49,0,1,,,1969,단독주택
부산광역시,기장군,일광면 삼성리,104,,,,,,주거용 > 단독주택 > 단독주택,0,15.8,15.8,0,1,,,1969,단독주택
부산광역시,기장군,일광면 삼성리,106-1,,,,,,주거용 > 단독주택 > 단독주택,0,60.23,60.23,0,1,,,1944-01-31,단독주택
부산광역시,기장군,기장읍 동부리,257,,,,,,주거용 > 단독주택 > 단독주택,189,112.16,112.16,0,1,,,,단독주택
부산광역시,기장군,일광면 삼성리,109-5,,,,,,주거용 > 단독주택 > 단독주택,329,68.72,68.72,0,1,,,1967-06-30,단독주택
부산광역시,기장군,일광면 삼성리,109-7,,,,,,주거용 > 단독주택 > 단독주택,337,185.98,246.53,0,2,1997-10-17,1997-10-20,1998-06-30,단독주택
부산광역시,기장군,일광면 삼성리,109-11,,,,,,주거용 > 단독주택 > 단독주택,192.7,102.7,156.3,0,2,1994-11-23,1994-12-15,1995-04-08,단독주택
부산광역시,기장군,일광면 삼성리,109-16,,,,,,주거용 > 단독주택 > 단독주택,212,143.21,221.91,0,2,1995-10-07,1995-10-07,1996-01-25,단독주택
